Order_ID,Customer_ID,Order_Date,Order_Time,City,Area,Restaurant,Food_Item,Category,Quantity,Price,Delivery_Time_Min,Payment_Mode,Rating
O2463,C2561,2025-07-25,07:01,Salem,T Nagar,A2B,Meals,Non-Veg,2,392,20,Cash,3.6
O2464,C1301,2025-10-09,13:35,Coimbatore,Tambaram,Burger King,Chicken 65,Non-Veg,1,320,37,Card,5.0
O2465,C3554,2025-03-03,07:03,Madurai,Porur,Dominos,Meals,Non-Veg,4,478,15,Cash,3.9
O2466,C2703,2025-06-29,10:17,Madurai,Tambaram,Burger King,Noodles,Veg,1,146,30,UPI,3.2
O2467,C9578,2025-08-30,15:21,Madurai,Velachery,SS Hyderabad,Fried Rice,Non-Veg,3,353,39,Cash,3.4
O2468,C6725,2025-08-01,05:01,Coimbatore,T Nagar,SS Hyderabad,Sandwich,Non-Veg,3,474,55,Card,3.4
O2469,C6678,2025-02-10,02:09,Salem,Anna Nagar,Dominos,Biryani,Veg,2,350,38,Cash,4.3
O2470,C7649,2025-07-21,10:41,Chennai,Velachery,Burger King,Pizza,Non-Veg,5,494,34,Cash,4.3
O2471,C2995,2025-08-10,18:23,Trichy,Anna Nagar,A2B,Dosa,Veg,4,397,52,UPI,4.5
O2472,C8465,2025-06-20,09:42,Coimbatore,T Nagar,Burger King,Pizza,Non-Veg,2,213,29,Card,3.1
O2473,C8882,2025-07-05,21:57,Trichy,Porur,Dominos,Pizza,Non-Veg,3,460,59,Cash,4.6
O2474,C3935,2025-02-14,02:48,Salem,Anna Nagar,KFC,Chicken 65,Veg,1,463,48,Card,4.8
O2475,C1582,2025-07-15,02:19,Coimbatore,Porur,Dominos,Sandwich,Veg,4,409,41,Card,3.9
O2476,C9184,2025-08-27,17:42,Madurai,Velachery,KFC,Noodles,Non-Veg,3,87,15,UPI,4.9
O2477,C7599,2025-05-05,11:25,Coimbatore,Porur,A2B,Biryani,Veg,2,141,24,Card,4.3
O2478,C1085,2025-12-27,13:13,Trichy,Porur,SS Hyderabad,Biryani,Non-Veg,4,354,24,Card,4.4
O2479,C4162,2025-05-01,05:16,Coimbatore,Porur,SS Hyderabad,Noodles,Non-Veg,4,257,35,UPI,3.3
O2480,C9355,2025-04-15,19:09,Salem,T Nagar,A2B,Chicken 65,Veg,3,361,60,UPI,3.4
O2481,C2462,2025-06-21,22:28,Chennai,Velachery,SS Hyderabad,Fried Rice,Non-Veg,1,225,25,UPI,3.0
O2482,C6183,2025-06-15,04:40,Trichy,Tambaram,A2B,Chicken 65,Veg,1,285,24,UPI,4.8
O2483,C6521,2025-01-26,13:59,Salem,Anna Nagar,SS Hyderabad,Meals,Non-Veg,5,323,55,UPI,3.9
O2484,C4279,2025-12-30,21:37,Coimbatore,Porur,Dominos,Meals,Non-Veg,2,228,35,Card,3.3
O2485,C7086,2025-04-21,11:22,Madurai,Velachery,Dominos,Noodles,Veg,1,471,59,UPI,4.0
O2486,C1923,2025-05-01,00:22,Trichy,Porur,Dominos,Parotta,Non-Veg,2,332,17,Card,4.7
O2487,C4638,2025-03-30,03:27,Salem,Tambaram,Dominos,Fried Rice,Non-Veg,4,300,26,Cash,4.4
O2488,C2856,2025-01-05,18:31,Salem,T Nagar,A2B,Dosa,Veg,3,109,22,UPI,3.1
O2489,C4154,2025-06-16,10:43,Coimbatore,T Nagar,Burger King,Pizza,Veg,2,391,43,UPI,5.0
O2490,C4346,2025-04-23,14:21,Salem,Porur,KFC,Biryani,Veg,5,343,44,Card,4.6
O2491,C3133,2025-10-26,12:50,Madurai,Velachery,Dominos,Fried Rice,Veg,4,333,46,UPI,4.6
O2492,C1221,2025-06-07,18:21,Madurai,Tambaram,Burger King,Parotta,Veg,2,319,41,Cash,3.2
O2493,C3967,2025-05-12,21:05,Salem,Anna Nagar,KFC,Parotta,Veg,5,91,56,UPI,4.5
O2494,C8906,2025-04-14,08:12,Salem,Velachery,A2B,Sandwich,Non-Veg,3,104,43,Cash,3.0
O2495,C9288,2025-09-05,14:52,Madurai,T Nagar,Dominos,Meals,Non-Veg,1,80,22,Card,3.8
O2496,C2152,2025-02-07,20:51,Trichy,Tambaram,Burger King,Sandwich,Non-Veg,4,393,50,UPI,4.2
O2497,C6672,2025-10-29,00:41,Chennai,T Nagar,Dominos,Biryani,Non-Veg,3,178,57,UPI,4.7
O2498,C1126,2025-12-16,00:40,Trichy,Velachery,KFC,Chicken 65,Veg,2,225,16,Cash,3.1
O2499,C5921,2025-06-07,17:30,Trichy,Anna Nagar,A2B,Noodles,Non-Veg,3,279,57,Cash,3.5
O2500,C5064,2025-10-22,21:16,Trichy,Tambaram,KFC,Burger,Veg,1,283,34,UPI,4.1
O2501,C8209,2025-07-31,13:00,Chennai,Anna Nagar,A2B,Parotta,Veg,3,212,41,Card,4.1
O2502,C7845,2025-10-10,12:08,Madurai,T Nagar,SS Hyderabad,Noodles,Veg,4,227,35,Cash,4.6
O2503,C4454,2025-07-13,23:22,Trichy,Tambaram,Dominos,Noodles,Veg,5,130,54,UPI,4.9
O2504,C4994,2025-02-01,00:41,Madurai,T Nagar,KFC,Burger,Non-Veg,4,191,53,UPI,4.7
O2505,C3744,2025-01-11,17:36,Salem,Velachery,Burger King,Biryani,Veg,4,253,55,Cash,3.7
O2506,C1412,2025-12-27,18:44,Coimbatore,Anna Nagar,Burger King,Sandwich,Non-Veg,2,332,44,Cash,3.3
O2507,C4432,2025-09-03,19:39,Chennai,T Nagar,SS Hyderabad,Meals,Non-Veg,5,80,48,Card,4.1
O2508,C5860,2025-07-26,11:22,Trichy,Tambaram,Dominos,Sandwich,Non-Veg,2,361,52,Card,3.0
O2509,C9907,2025-08-23,15:42,Chennai,T Nagar,SS Hyderabad,Dosa,Non-Veg,1,364,56,Cash,3.7
O2510,C9712,2025-04-26,05:03,Coimbatore,T Nagar,KFC,Parotta,Non-Veg,4,398,29,Card,3.8
O2511,C9329,2025-05-18,18:56,Madurai,T Nagar,SS Hyderabad,Meals,Non-Veg,2,186,44,Card,3.0
O2512,C4775,2025-08-17,23:50,Trichy,Anna Nagar,SS Hyderabad,Parotta,Non-Veg,4,241,57,UPI,3.8
O2513,C1877,2025-11-13,22:50,Salem,Tambaram,KFC,Meals,Veg,4,338,57,Cash,3.2
O2514,C7986,2025-01-23,16:29,Coimbatore,Porur,Dominos,Biryani,Veg,2,372,52,Cash,3.5
O2515,C8273,2025-12-17,07:55,Salem,Tambaram,KFC,Chicken 65,Non-Veg,1,205,29,Cash,4.1
O2516,C3266,2025-04-15,20:34,Madurai,Velachery,Dominos,Chicken 65,Non-Veg,4,247,46,Cash,4.0
O2517,C6110,2025-03-23,04:33,Madurai,T Nagar,KFC,Fried Rice,Veg,3,336,24,Card,3.9
O2518,C3446,2025-09-29,21:26,Salem,Velachery,A2B,Chicken 65,Veg,5,392,21,Card,3.5
O2519,C8829,2025-12-18,18:24,Chennai,Velachery,A2B,Dosa,Non-Veg,2,445,34,Card,4.9
O2520,C8104,2025-06-29,21:38,Coimbatore,Porur,KFC,Fried Rice,Veg,3,155,27,Cash,3.1
O2521,C3634,2025-03-27,06:59,Chennai,Tambaram,A2B,Sandwich,Veg,3,203,42,Cash,3.8
O2522,C7322,2025-02-09,04:48,Madurai,Porur,A2B,Parotta,Veg,4,454,54,Card,4.0
O2523,C8374,2025-08-15,08:48,Salem,T Nagar,Dominos,Pizza,Non-Veg,2,341,42,Card,4.9
O2524,C3962,2025-12-09,09:30,Coimbatore,T Nagar,SS Hyderabad,Dosa,Veg,4,462,44,Cash,4.3
O2525,C4389,2025-01-06,19:03,Coimbatore,Anna Nagar,A2B,Fried Rice,Veg,5,358,43,UPI,3.3
O2526,C4925,2025-10-01,05:32,Chennai,Velachery,Dominos,Burger,Veg,1,113,58,Card,3.4
O2527,C3895,2025-03-17,07:41,Salem,Tambaram,Burger King,Chicken 65,Veg,5,324,30,Card,3.9
O2528,C3857,2025-02-18,15:16,Coimbatore,T Nagar,Dominos,Meals,Veg,2,296,29,Card,3.1
O2529,C8084,2025-06-25,05:57,Trichy,Anna Nagar,KFC,Dosa,Veg,5,456,38,Card,4.4
O2530,C5765,2025-09-27,16:11,Chennai,T Nagar,A2B,Sandwich,Non-Veg,1,102,20,UPI,3.7
O2531,C6842,2025-10-26,07:38,Madurai,Tambaram,Burger King,Dosa,Veg,5,474,19,Card,5.0
O2532,C8918,2025-08-20,09:13,Madurai,Velachery,Dominos,Sandwich,Veg,2,123,18,UPI,4.5
O2533,C7509,2025-04-26,19:03,Madurai,Tambaram,SS Hyderabad,Pizza,Veg,3,176,25,Card,4.5
O2534,C1110,2025-04-04,17:22,Trichy,Velachery,A2B,Fried Rice,Veg,4,179,20,Card,3.4
O2535,C6281,2025-03-18,23:51,Chennai,Anna Nagar,KFC,Pizza,Non-Veg,4,177,43,Cash,3.4
O2536,C5156,2025-08-22,22:30,Chennai,Anna Nagar,Dominos,Biryani,Non-Veg,2,467,44,Cash,4.0
O2537,C5382,2025-02-23,17:02,Salem,Tambaram,Burger King,Dosa,Veg,5,141,22,Card,3.4
O2538,C6776,2025-06-01,02:18,Madurai,Tambaram,Dominos,Meals,Non-Veg,3,373,46,Card,4.0
O2539,C9037,2025-01-07,17:09,Madurai,Anna Nagar,A2B,Noodles,Veg,2,357,58,Card,3.2
O2540,C6353,2025-11-08,06:38,Madurai,Velachery,Dominos,Parotta,Non-Veg,1,424,42,UPI,3.3
O2541,C5209,2025-08-03,11:44,Trichy,Tambaram,KFC,Burger,Veg,5,474,52,Cash,4.0
O2542,C7496,2025-02-10,13:38,Salem,Velachery,A2B,Parotta,Veg,2,298,22,UPI,4.5
O2543,C8992,2025-01-09,20:34,Coimbatore,Tambaram,SS Hyderabad,Noodles,Veg,2,436,43,UPI,3.1
O2544,C4685,2025-06-08,10:10,Salem,Tambaram,KFC,Fried Rice,Veg,5,430,25,Card,4.2
O2545,C6955,2025-02-23,17:37,Chennai,T Nagar,Burger King,Parotta,Non-Veg,5,406,18,Card,4.2
O2546,C5747,2025-09-17,16:58,Trichy,Porur,KFC,Meals,Non-Veg,2,239,53,Cash,3.1
O2547,C7366,2025-01-30,04:31,Chennai,Porur,Burger King,Chicken 65,Non-Veg,4,316,60,Cash,3.2
O2548,C4708,2025-08-13,07:15,Trichy,Velachery,KFC,Pizza,Veg,3,231,29,UPI,5.0
O2549,C9819,2025-05-28,07:27,Madurai,Tambaram,A2B,Burger,Veg,3,393,44,Cash,4.4
O2550,C4293,2025-10-08,03:14,Chennai,Anna Nagar,A2B,Burger,Veg,1,170,43,UPI,3.8
O2551,C5239,2025-03-24,11:45,Chennai,Velachery,Burger King,Chicken 65,Veg,3,269,57,Card,4.1
O2552,C1921,2025-08-02,00:07,Chennai,Tambaram,SS Hyderabad,Noodles,Veg,5,142,33,Cash,4.5
O2553,C4769,2025-04-18,08:36,Coimbatore,Anna Nagar,Burger King,Burger,Veg,4,299,51,UPI,3.1
O2554,C1539,2025-02-06,00:28,Madurai,Porur,A2B,Biryani,Non-Veg,3,417,56,Card,3.1
O2555,C6578,2025-08-06,00:33,Madurai,T Nagar,SS Hyderabad,Noodles,Non-Veg,2,80,42,UPI,4.5
O2556,C2838,2025-11-13,21:03,Trichy,Porur,A2B,Fried Rice,Non-Veg,4,112,18,Card,4.1
O2557,C3914,2025-06-26,18:37,Madurai,Tambaram,Burger King,Parotta,Non-Veg,3,455,21,UPI,3.0
O2558,C2666,2025-03-28,14:27,Madurai,Velachery,A2B,Parotta,Non-Veg,1,492,56,UPI,4.2
O2559,C4322,2025-10-03,14:03,Coimbatore,Anna Nagar,SS Hyderabad,Burger,Non-Veg,1,342,44,Cash,3.4
O2560,C6837,2025-10-24,16:27,Coimbatore,Anna Nagar,Dominos,Fried Rice,Veg,5,391,23,Cash,3.4
O2561,C2828,2025-10-23,19:34,Chennai,Velachery,KFC,Chicken 65,Non-Veg,1,143,15,UPI,4.0
O2562,C5428,2025-01-05,08:39,Coimbatore,Velachery,Dominos,Sandwich,Veg,5,466,59,UPI,4.3
O2563,C1141,2025-04-04,19:57,Trichy,T Nagar,A2B,Dosa,Non-Veg,1,405,22,Cash,5.0
O2564,C8048,2025-12-05,07:25,Chennai,Velachery,A2B,Sandwich,Non-Veg,2,289,19,Card,3.9
O2565,C5949,2025-05-18,05:01,Madurai,Velachery,Dominos,Meals,Non-Veg,5,267,40,Cash,4.0
O2566,C4905,2025-01-22,03:31,Salem,Porur,Dominos,Fried Rice,Non-Veg,4,295,51,Cash,4.6
O2567,C9286,2025-06-11,11:07,Coimbatore,T Nagar,SS Hyderabad,Dosa,Veg,5,168,54,UPI,4.0
O2568,C5140,2025-05-21,02:13,Coimbatore,Tambaram,Dominos,Parotta,Veg,1,453,18,Cash,4.7
O2569,C7962,2025-05-25,18:25,Salem,T Nagar,Dominos,Parotta,Veg,2,478,20,Card,4.0
O2570,C7462,2025-01-12,08:28,Coimbatore,Porur,A2B,Chicken 65,Non-Veg,1,231,17,Cash,4.0
O2571,C3331,2025-03-31,19:41,Chennai,Tambaram,Burger King,Pizza,Non-Veg,2,259,32,Cash,3.5
O2572,C4504,2025-05-19,01:04,Trichy,Velachery,SS Hyderabad,Noodles,Veg,5,153,25,Cash,3.2
O2573,C4755,2025-04-09,15:22,Salem,T Nagar,Burger King,Parotta,Non-Veg,4,437,49,UPI,4.3
O2574,C4020,2025-08-17,14:23,Chennai,Tambaram,KFC,Pizza,Veg,4,458,24,Cash,4.9
O2575,C9821,2025-02-20,15:37,Trichy,Velachery,SS Hyderabad,Noodles,Veg,3,464,51,Cash,4.0
O2576,C4345,2025-08-11,02:10,Madurai,T Nagar,A2B,Parotta,Non-Veg,3,383,55,Card,4.3
O2577,C7697,2025-04-09,09:27,Trichy,Porur,Dominos,Dosa,Non-Veg,4,167,52,Cash,4.5
O2578,C7198,2025-12-05,06:11,Chennai,T Nagar,A2B,Sandwich,Non-Veg,3,428,57,Cash,3.2
O2579,C6914,2025-11-25,09:15,Trichy,Velachery,SS Hyderabad,Burger,Veg,4,441,24,Cash,4.5
O2580,C8240,2025-10-30,14:25,Trichy,Tambaram,A2B,Biryani,Veg,2,94,18,Card,3.1
O2581,C9777,2025-09-18,05:57,Salem,T Nagar,A2B,Dosa,Non-Veg,3,375,50,Cash,4.7
O2582,C2264,2025-02-12,01:50,Madurai,Anna Nagar,KFC,Dosa,Veg,5,181,22,Card,4.2
O2583,C9933,2025-09-30,19:16,Chennai,T Nagar,A2B,Chicken 65,Non-Veg,4,186,37,Cash,3.4
O2584,C1104,2025-10-30,20:37,Coimbatore,Velachery,SS Hyderabad,Burger,Veg,4,430,36,Card,4.8
O2585,C5781,2025-01-01,06:48,Chennai,Tambaram,KFC,Parotta,Non-Veg,4,146,31,Card,3.3
O2586,C9134,2025-10-28,02:56,Trichy,Anna Nagar,SS Hyderabad,Biryani,Non-Veg,1,398,51,Card,4.5
O2587,C4686,2025-03-19,19:28,Trichy,Porur,Dominos,Sandwich,Non-Veg,4,410,54,Cash,4.2
O2588,C6053,2025-07-26,15:24,Salem,T Nagar,A2B,Meals,Veg,5,466,54,UPI,4.8
O2589,C3296,2025-05-03,19:49,Chennai,T Nagar,A2B,Dosa,Veg,1,460,28,UPI,4.6
O2590,C8732,2025-05-30,03:13,Trichy,Velachery,SS Hyderabad,Dosa,Non-Veg,2,154,17,Cash,3.1
O2591,C6594,2025-08-04,08:11,Madurai,Porur,Dominos,Chicken 65,Veg,4,357,55,UPI,4.1
O2592,C5255,2025-04-11,04:08,Salem,Tambaram,KFC,Biryani,Non-Veg,2,222,42,Card,3.5
O2593,C5453,2025-07-13,09:33,Salem,Tambaram,Burger King,Parotta,Veg,5,290,41,Card,4.1
O2594,C5706,2025-11-16,11:58,Salem,T Nagar,Dominos,Noodles,Veg,3,452,29,Cash,3.9
O2595,C7018,2025-04-11,15:04,Madurai,T Nagar,Dominos,Pizza,Non-Veg,4,187,44,UPI,4.6
O2596,C4621,2025-09-23,05:37,Coimbatore,Anna Nagar,Burger King,Noodles,Veg,3,247,45,Cash,3.7
O2597,C4249,2025-01-29,05:34,Chennai,Porur,Burger King,Parotta,Veg,1,494,30,Card,4.8
O2598,C1117,2025-02-02,08:23,Trichy,T Nagar,A2B,Pizza,Non-Veg,1,184,44,UPI,3.3
O2599,C7385,2025-10-27,15:14,Trichy,Velachery,Burger King,Parotta,Veg,1,208,36,Cash,4.1
O2600,C4451,2025-09-29,05:34,Madurai,Tambaram,A2B,Meals,Non-Veg,2,87,34,Card,3.1
O2601,C7114,2025-01-01,22:56,Trichy,Porur,A2B,Burger,Veg,3,178,51,Cash,3.5
O2602,C2587,2025-05-26,19:20,Salem,T Nagar,Burger King,Burger,Veg,2,105,30,Cash,3.2
O2603,C3653,2025-07-31,16:02,Chennai,Tambaram,SS Hyderabad,Pizza,Non-Veg,1,110,59,Card,4.5
O2604,C7620,2025-06-03,03:09,Madurai,Porur,KFC,Biryani,Veg,5,310,37,UPI,3.7
O2605,C7289,2025-09-24,12:59,Madurai,Tambaram,KFC,Burger,Veg,4,282,25,Card,4.9
O2606,C8346,2025-11-27,11:59,Trichy,T Nagar,SS Hyderabad,Fried Rice,Non-Veg,2,80,35,UPI,4.8
O2607,C8592,2025-09-19,03:42,Salem,Porur,Dominos,Dosa,Veg,4,284,44,UPI,4.8
O2608,C2179,2025-10-27,19:45,Trichy,Anna Nagar,A2B,Parotta,Veg,5,313,48,Card,4.7
O2609,C7820,2025-05-05,12:28,Chennai,Anna Nagar,KFC,Chicken 65,Non-Veg,2,362,36,UPI,4.3
O2610,C5690,2025-07-01,10:42,Coimbatore,Anna Nagar,SS Hyderabad,Parotta,Veg,3,178,46,Card,5.0
O2611,C3821,2025-07-04,20:50,Madurai,Velachery,SS Hyderabad,Parotta,Veg,4,88,44,Card,4.6
O2612,C9148,2025-03-17,12:38,Trichy,Porur,SS Hyderabad,Biryani,Veg,4,374,40,Cash,4.7
O2613,C4906,2025-05-13,18:35,Salem,Velachery,KFC,Burger,Veg,3,328,32,Card,4.1
O2614,C5484,2025-03-11,17:22,Madurai,Velachery,SS Hyderabad,Sandwich,Non-Veg,2,109,57,UPI,3.2
O2615,C7858,2025-05-28,02:13,Salem,Velachery,Burger King,Biryani,Non-Veg,4,388,41,Card,4.2
O2616,C8042,2025-07-13,16:44,Salem,Anna Nagar,Dominos,Pizza,Non-Veg,2,398,40,Cash,3.3
O2617,C5642,2025-08-12,15:01,Chennai,Velachery,Burger King,Chicken 65,Non-Veg,5,316,55,Card,3.5
O2618,C1454,2025-07-20,15:49,Trichy,Porur,Dominos,Biryani,Veg,1,212,30,Card,3.0
O2619,C4653,2025-11-26,12:40,Chennai,Anna Nagar,Burger King,Biryani,Non-Veg,3,346,39,Cash,3.3
O2620,C5449,2025-01-19,11:25,Madurai,Velachery,SS Hyderabad,Chicken 65,Non-Veg,5,365,47,UPI,3.3
O2621,C1764,2025-07-05,13:59,Salem,Tambaram,KFC,Dosa,Non-Veg,2,221,42,UPI,3.2
O2622,C2965,2025-03-29,14:57,Chennai,Velachery,Burger King,Dosa,Non-Veg,3,371,43,Card,4.8
O2623,C5723,2025-10-08,16:25,Salem,Porur,SS Hyderabad,Meals,Veg,4,262,39,Card,3.4
O2624,C6344,2025-02-22,02:04,Coimbatore,T Nagar,Dominos,Pizza,Veg,3,436,25,Cash,4.8
O2625,C7346,2025-11-15,23:56,Salem,Porur,Burger King,Sandwich,Veg,1,89,19,Card,3.7
O2626,C8323,2025-11-11,15:18,Madurai,Porur,Burger King,Burger,Veg,4,95,36,UPI,3.4
O2627,C3668,2025-09-19,00:50,Salem,T Nagar,KFC,Biryani,Non-Veg,1,165,42,Cash,3.8
O2628,C2700,2025-11-23,10:37,Madurai,Porur,Burger King,Burger,Non-Veg,3,499,37,Cash,3.5
O2629,C6799,2025-06-11,09:17,Madurai,T Nagar,Dominos,Sandwich,Veg,2,346,22,UPI,4.7
O2630,C9088,2025-01-19,12:37,Trichy,Anna Nagar,Burger King,Chicken 65,Non-Veg,1,311,40,UPI,3.1
O2631,C3024,2025-11-21,12:53,Chennai,Tambaram,KFC,Parotta,Non-Veg,2,421,26,Card,4.8
O2632,C7958,2025-05-27,00:26,Salem,Tambaram,Burger King,Dosa,Non-Veg,2,167,28,UPI,4.9
O2633,C3675,2025-04-25,09:38,Trichy,Anna Nagar,SS Hyderabad,Chicken 65,Non-Veg,4,189,26,Cash,4.7
O2634,C1815,2025-04-22,20:28,Trichy,Tambaram,A2B,Chicken 65,Non-Veg,3,207,21,Card,3.1
O2635,C9831,2025-10-02,13:29,Coimbatore,Porur,A2B,Pizza,Non-Veg,3,299,50,UPI,3.3
O2636,C4058,2025-05-13,14:02,Chennai,Velachery,KFC,Chicken 65,Non-Veg,1,431,29,UPI,3.8
O2637,C3532,2025-03-18,12:33,Madurai,Tambaram,A2B,Pizza,Veg,1,373,15,Cash,3.3
O2638,C6678,2025-03-31,04:21,Coimbatore,Porur,SS Hyderabad,Meals,Veg,5,162,18,Card,4.3
O2639,C7730,2025-09-03,11:05,Madurai,T Nagar,KFC,Pizza,Veg,2,188,55,UPI,3.8
O2640,C9256,2025-04-06,04:13,Madurai,Porur,A2B,Noodles,Non-Veg,2,213,19,Cash,4.0
O2641,C4786,2025-09-04,23:47,Madurai,T Nagar,SS Hyderabad,Sandwich,Non-Veg,1,110,30,UPI,4.3
O2642,C8622,2025-12-24,18:05,Coimbatore,Anna Nagar,KFC,Pizza,Non-Veg,5,311,36,UPI,3.2
O2643,C8955,2025-10-02,17:48,Salem,T Nagar,Dominos,Sandwich,Non-Veg,1,239,24,UPI,4.2
O2644,C2818,2025-06-29,09:17,Madurai,Porur,SS Hyderabad,Burger,Veg,4,256,40,UPI,5.0
O2645,C1856,2025-11-14,00:27,Trichy,Porur,KFC,Noodles,Non-Veg,2,388,51,Cash,4.1
O2646,C6916,2025-02-28,15:44,Coimbatore,Porur,SS Hyderabad,Noodles,Non-Veg,5,485,36,Cash,5.0
O2647,C6252,2025-11-10,15:08,Coimbatore,T Nagar,SS Hyderabad,Dosa,Veg,2,343,55,Cash,4.1
O2648,C6483,2025-01-18,19:04,Chennai,Tambaram,A2B,Pizza,Non-Veg,3,214,40,Card,3.0
O2649,C9766,2025-12-22,06:26,Trichy,Tambaram,A2B,Noodles,Non-Veg,4,184,35,UPI,3.8
O2650,C6813,2025-04-02,05:31,Madurai,Porur,SS Hyderabad,Parotta,Veg,4,91,56,UPI,3.2
O2651,C6246,2025-10-01,00:22,Trichy,Porur,KFC,Noodles,Veg,5,478,36,Cash,3.0
O2652,C7398,2025-04-06,20:01,Chennai,Velachery,A2B,Noodles,Veg,1,112,26,Card,4.1
O2653,C8438,2025-01-07,18:07,Coimbatore,Velachery,Burger King,Pizza,Veg,1,443,52,Card,4.0
O2654,C9188,2025-03-11,16:34,Madurai,Tambaram,SS Hyderabad,Burger,Non-Veg,2,496,35,UPI,4.2
O2655,C4626,2025-10-03,06:47,Salem,Velachery,Dominos,Biryani,Non-Veg,3,212,48,UPI,4.3
O2656,C9234,2025-05-30,19:21,Trichy,Anna Nagar,Dominos,Dosa,Veg,2,147,46,Cash,3.8
O2657,C8480,2025-02-14,20:23,Trichy,T Nagar,A2B,Noodles,Veg,2,164,20,Card,4.1
O2658,C6152,2025-06-15,01:29,Trichy,T Nagar,KFC,Chicken 65,Veg,1,299,54,UPI,3.2
O2659,C7811,2025-05-09,21:25,Trichy,Anna Nagar,Dominos,Fried Rice,Veg,3,189,53,UPI,3.2
O2660,C3164,2025-12-10,17:37,Trichy,Porur,A2B,Chicken 65,Veg,1,262,54,Cash,3.8
O2661,C8005,2025-01-15,22:02,Madurai,T Nagar,SS Hyderabad,Dosa,Non-Veg,3,498,32,Card,4.9
O2662,C5084,2025-07-15,10:15,Trichy,Tambaram,Dominos,Biryani,Veg,4,419,34,Cash,5.0
O2663,C9265,2025-05-19,23:31,Coimbatore,T Nagar,SS Hyderabad,Parotta,Non-Veg,5,214,27,Card,4.0
O2664,C2939,2025-11-01,01:45,Salem,Velachery,Dominos,Burger,Veg,5,237,46,Card,3.3
O2665,C9348,2025-10-04,11:33,Coimbatore,Velachery,A2B,Sandwich,Veg,2,488,46,Cash,4.7
O2666,C1356,2025-01-21,10:20,Coimbatore,Velachery,Dominos,Pizza,Veg,1,241,49,UPI,3.4
O2667,C3504,2025-05-09,17:44,Madurai,Velachery,Dominos,Dosa,Veg,1,340,52,Card,4.2
O2668,C6625,2025-10-29,17:46,Chennai,T Nagar,Dominos,Chicken 65,Non-Veg,2,184,41,Cash,3.6
O2669,C4242,2025-12-21,22:40,Trichy,T Nagar,Dominos,Burger,Non-Veg,1,200,47,Cash,3.9
O2670,C7759,2025-07-21,12:38,Trichy,T Nagar,Dominos,Noodles,Veg,4,431,28,Cash,4.7
O2671,C9098,2025-11-26,04:03,Salem,Velachery,Burger King,Biryani,Non-Veg,3,398,15,UPI,3.2
O2672,C2183,2025-02-27,13:57,Madurai,Anna Nagar,A2B,Meals,Veg,3,467,34,Card,4.1
O2673,C7856,2025-02-21,07:43,Coimbatore,Porur,KFC,Dosa,Veg,1,229,36,UPI,4.6
O2674,C5770,2025-10-19,16:30,Chennai,T Nagar,KFC,Fried Rice,Veg,4,165,49,UPI,4.3
O2675,C3925,2025-06-24,23:31,Coimbatore,Porur,A2B,Fried Rice,Veg,3,274,45,UPI,3.3
O2676,C7692,2025-06-02,05:08,Trichy,Velachery,Dominos,Sandwich,Non-Veg,5,130,51,Card,3.8
O2677,C7717,2025-10-01,13:41,Trichy,Porur,KFC,Fried Rice,Non-Veg,2,129,22,UPI,4.8
O2678,C4891,2025-05-27,12:35,Chennai,Anna Nagar,A2B,Chicken 65,Veg,1,365,57,Card,3.9
O2679,C7780,2025-11-13,13:47,Salem,T Nagar,SS Hyderabad,Chicken 65,Veg,4,102,52,Card,4.4
O2680,C8780,2025-07-11,15:07,Salem,Tambaram,KFC,Meals,Non-Veg,2,357,42,UPI,5.0
O2681,C2952,2025-10-08,14:22,Madurai,T Nagar,A2B,Pizza,Veg,3,210,58,Card,4.2
O2682,C5390,2025-08-27,10:46,Salem,Porur,Dominos,Biryani,Non-Veg,3,480,18,UPI,4.8
O2683,C4273,2025-05-12,15:26,Coimbatore,Anna Nagar,A2B,Chicken 65,Veg,1,222,25,UPI,4.8
O2684,C2242,2025-05-20,10:49,Trichy,T Nagar,Burger King,Chicken 65,Veg,2,378,51,UPI,4.6
O2685,C3121,2025-12-24,19:36,Chennai,Anna Nagar,A2B,Biryani,Veg,4,375,31,UPI,3.1
O2686,C9316,2025-07-27,21:16,Trichy,Tambaram,Burger King,Meals,Non-Veg,2,339,53,Card,4.3
O2687,C6963,2025-04-29,12:48,Chennai,Porur,KFC,Parotta,Veg,2,91,17,UPI,4.7
O2688,C1094,2025-09-07,02:35,Coimbatore,Anna Nagar,Burger King,Meals,Veg,1,420,35,UPI,3.7
O2689,C8476,2025-05-13,09:31,Trichy,Porur,KFC,Dosa,Non-Veg,1,293,23,UPI,4.1
O2690,C4581,2025-04-19,04:29,Chennai,Velachery,SS Hyderabad,Fried Rice,Veg,5,452,24,Cash,3.3
O2691,C5692,2025-08-28,12:34,Coimbatore,Tambaram,Burger King,Meals,Non-Veg,1,357,41,UPI,4.9
O2692,C9963,2025-11-11,17:47,Chennai,Tambaram,A2B,Biryani,Non-Veg,1,124,44,Cash,4.5
O2693,C1959,2025-08-07,21:06,Trichy,Tambaram,Dominos,Parotta,Veg,5,231,42,UPI,4.3
O2694,C8297,2025-06-06,08:11,Chennai,Anna Nagar,Burger King,Chicken 65,Veg,4,136,22,UPI,4.2
O2695,C8440,2025-07-22,08:42,Madurai,Porur,A2B,Biryani,Non-Veg,5,463,34,UPI,3.0
